Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"321260","PRO2000","Venture business","2560","15","0.59","2600","2765","2465","23224081","60818490341","72171735040","28192084"
"053610","PROTEC","Blue chip company","28150","-850","-2.93","29400","30250","26500","203254","5785480400","309650000000","11000000"
"468530","PROTEINA","New growth company","18660","-840","-4.31","19610","20850","18540","1756702","34758025335","201236250900","10784365"
"303360","PROTIA","New growth company","3960","-10","-0.25","3970","4070","3925","34978","139017115","50993771400","12877215"
"332570","PS Electronics","Venture business","3800","-160","-4.04","3845","3870","3760","1929444","7348390466","164159080400","43199758"
"319660","PSK","Blue chip company","21350","-250","-1.16","21300","22150","21150","482652","10428454000","618439343900","28966714"
"031980","PSK HOLDINGS","Blue chip company","33600","-600","-1.75","33950","34000","33450","61125","2055130725","724496472000","21562395"
"002230","PSTEC","Enterprise of middle standing","4505","-100","-2.17","4600","4620","4495","19676","89335937","86828559100","19273820"
"094940","PULOON TECH","Venture business","8070","40","0.50","8000","8150","7980","78892","636005790","67476385020","8361386"
"251970","PUM-TECH KOREA","Blue chip company","67300","1300","1.97","66900","68300","66400","62062","4203904900","834520000000","12400000"
"093380","PUNGKANG","Enterprise of middle standing","3000","40","1.35","2960","3010","2950","17517","52396995","29637939000","9879313"
"007330","PUREUN S.BK.","Blue chip company","9970","-10","-0.10","10030","10230","9900","26007","260927700","150375516000","15082800"
"222110","PanGen","New growth company","6070","100","1.68","6050","6180","5950","12261","73855220","81909775790","13494197"
"054300","Panstar Enterprise","Venture business","1010","-59","-5.52","1035","1064","998","4271828","4382770885","116899308900","115741890"
"033540","Paratech","Enterprise of middle standing","1408","-7","-0.49","1405","1424","1390","236389","331238366","53153496704","37751063"
"140860","Park Systems","Blue chip company","256000","-5000","-1.92","266500","266500","255000","15644","4027645500","1790079232000","6992497"
"263750","PearlAbyss","Blue chip company","30000","350","1.18","29650","30300","29300","581398","17347250800","1927435650000","64247855"
"304840","PeopleBio","New growth company","2610","5","0.19","2605","2680","2550","85631","222437665","55405891710","21228311"
"208340","PharmAbcine","Issues for administration(none market division)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"214450","PharmaResearch","Blue chip company","684000","19000","2.86","671000","694000","670000","88405","60443704500","7106519232000","10389648"
"318010","Pharmsville","Enterprise of middle standing","4165","10","0.24","4155","4450","4115","28960","122915097","33025692770","7929338"
"388870","Pharos","New growth company","6250","-20","-0.32","6300","6340","6160","26908","167768040","80912075000","12945932"
"378340","Philenergy","Venture business","14000","100","0.72","14010","14260","13840","64334","901857530","299290348000","21377882"
"376180","Picogram","Venture business","3140","10","0.32","3130","3200","3110","112008","353640631","58281659320","18561038"
"291810","Pintel","New growth company","2455","0","0.00","2455","2460","2430","13330","32687322","27910187960","11368712"
"170790","Piolink","Blue chip company","7900","100","1.28","7840","8050","7800","14275","113240675","53079223100","6718889"
"087600","Pixelplus","Venture business","6890","-200","-2.82","7100","7120","6880","14173","98283960","56267584620","8166558"
"405000","Plasmapp","Issues for administration(none market division)","8250","-250","-2.94","8790","8790","7900","3996","32727610","31667163000","3838444"
"367000","Plateer","Venture business","4470","5","0.11","4465","4485","4395","3644","16089790","37495285290","8388207"
"237820","PlayD","Enterprise of middle standing","5170","30","0.58","5180","5360","5140","262849","1382866140","66316313800","12827140"
"019570","Plutus","Enterprise of middle standing","310","3","0.98","307","312","307","95769","29530054","20370113020","65710042"
"039980","Polaris AI","Enterprise of middle standing","2460","-35","-1.40","2475","2525","2445","330525","818348157","179035788960","72778776"
"041910","Polaris AI Pharma","Enterprise of middle standing","6800","30","0.44","6750","6860","6750","11271","76708940","91810927600","13501607"
"041020","Polaris Office","Venture business","5760","-10","-0.17","5770","5820","5730","116159","669491565","286418868480","49725498"
"064800","PonyLink","Enterprise of middle standing","986","-11","-1.10","1008","1008","980","887082","873276865","126017995828","127807298"
"335810","Precision Biosensor","New growth company","3020","-5","-0.17","3055","3100","2990","10391","31609845","35075868520","11614526"
"334970","Prestige Biologics","New growth company","3920","175","4.67","3745","3950","3740","227744","881126196","304790337040","77752637"
"147760","Protec Mems Technology","Venture business","2510","-10","-0.40","2520","2545","2430","63764","158884269","27157863660","10819866"
"950200","Psomagen","Foreign company(none market division)","3730","-50","-1.32","3780","3825","3700","55317","206748595","71750477690","19236053"
"023900","Pungguk Ethanol","Blue chip company","9450","0","0.00","9450","9510","9350","15683","147858980","119070000000","12600000"
"445180","Purit","Enterprise of middle standing","6510","-20","-0.31","6530","6530","6310","40416","257908800","110925113880","17039188"
"016600","QCP","Venture business","264","-2","-0.75","266","267","264","249100","65998031","47057237568","178247112"
"405100","QRT","Blue chip company","12910","-260","-1.97","13170","13250","12750","21643","279291265","158654875910","12289301"
"066310","QSI","Venture business","7810","-80","-1.01","7870","8010","7790","8082","63333200","72411360010","9271621"
"227100","QTON","Issues for administration(none market division)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","QUALITAS","New growth company","13710","-190","-1.37","13890","13890","13710","48129","662594705","193209710520","14092612"
"317690","QuantaMatrix","New growth company","4155","-105","-2.46","4225","4340","4150","90842","382217665","80153294775","19290805"
"348080","Quratis","More significant investment(none market division)","980","12","1.24","983","988","943","232381","224116203","72385606720","73862864"
"115180","Qurient","Venture business","10910","-190","-1.71","11110","11400","10830","79598","880705175","379826325920","34814512"
"171010","RAM TECH","Venture business","4365","0","0.00","4365","4495","4285","73493","319077610","62414052480","14298752"
"317120","RANIX","New growth company","1638","0","0.00","1638","1650","1623","61385","100609190","24995880000","15260000"
"232680","RAONTEC","New growth company","7050","-80","-1.12","7130","7180","7030","59719","421095745","88366349700","12534234"
"418420","RAONTECH","New growth company","4700","-165","-3.39","4865","4945","4690","185567","884514587","142586522600","30337558"
"214260","RAPHAS","New growth company","15050","-450","-2.90","15480","15540","14860","21705","326958240","134283068150","8922463"
"228850","RAYENCE","Blue chip company","6240","30","0.48","6350","6350","6200","10062","62720180","103527927360","16591014"
"361570","RBW","Enterprise of middle standing","2185","-55","-2.46","2270","2270","2185","35156","78181222","62804090835","28743291"
"377450","REFINE","Blue chip company","16270","360","2.26","15720","16600","15720","66481","1086802775","281959100000","17330000"
"302550","REMED","New growth company","3325","-65","-1.92","3390","3410","3285","129706","433804141","104722630600","31495528"
"327260","RF Materials","Enterprise of middle standing","6470","-110","-1.67","6580","6590","6360","32955","212035960","54563004570","8433231"
"474610","RF Systems","Venture business","4110","-5","-0.12","4110","4170","4070","116932","480793897","55188348420","13427822"
"218410","RFHIC","Blue chip company","27300","900","3.41","26550","27500","26200","137918","3713836250","723025266600","26484442"
"061040","RFTECH","Enterprise of middle standing","2375","-5","-0.21","2380","2415","2335","87122","205698757","76211990125","32089259"
"096610","RFsemi","More significant investment(none market division)","2965","0","0.00","0","0","0","0","0","51550708615","17386411"
"148250","RN2 Technologies","Venture business","7290","-100","-1.35","7400","7440","7100","38926","281418490","68866238880","9446672"
"108490","ROBOTIS","New growth company","86100","600","0.70","85600","86800","84700","175707","15060745450","1137719717400","13213934"
"376900","ROKIT","New growth company","15500","150","0.98","15780","16400","15420","505770","7983219710","239627504500","15459839"
"071280","RORZE","Blue chip company","12490","-250","-1.96","12730","12730","12380","38468","479226760","191054571470","15296603"
"314140","RPBO","Enterprise of middle standing","6500","350","5.69","6150","6500","6150","92012","586406975","56331346500","8666361"
"140670","RS Automation","Venture business","15250","0","0.00","15440","15440","15160","25134","383612730","141872885000","9303140"
"131370","RSUPPORT","Venture business","2935","0","0.00","2930","2940","2910","48759","142526085","156338888605","53267083"
"217500","RUSSELL","Venture business","1778","-18","-1.00","1765","1815","1765","314158","561386046","56561736000","31812000"
"191410","RYUK-IL C&S","Enterprise of middle standing","1669","-16","-0.95","1685","1685","1666","13295","22261936","18699901595","11204255"
"277810","Rainbow Robotics","New growth company","272500","2500","0.93","270500","273500","268000","51090","13859326750","5286461305000","19399858"
"042510","RaonSecure","Venture business","10600","-40","-0.38","10630","10630","10340","67498","703730840","118774844400","11205174"
"228670","Ray","Venture business","7020","30","0.43","6990","7080","6960","21861","153138780","109526391000","15602050"
"038390","RedcapTour","Blue chip company","12240","70","0.58","12220","12250","12090","39981","487270040","204662861280","16720822"
"443250","Revu","Venture business","12130","230","1.93","11900","12180","11850","11984","144368130","134900883800","11121260"
"042500","RingNet","Blue chip company","4350","70","1.64","4290","4360","4250","81888","353830207","82955082900","19070134"
"215100","RoboRobo","Venture business","4800","-20","-0.41","4820","4860","4795","77947","375550307","97672579200","20348454"
"090360","Robostar","Enterprise of middle standing","27200","50","0.18","27300","27600","27050","19745","538213325","265200000000","9750000"
"900260","Rothwell","Foreign company(none market division)","1041","-1","-0.10","1042","1057","1038","60838","63613220","37508570808","36031288"
"096630","S Connect","Enterprise of middle standing","745","-3","-0.40","748","750","742","149576","111561053","59139303920","79381616"
"050760","S polytech","Enterprise of middle standing","1600","5","0.31","1595","1602","1583","13428","21347948","26135484800","16334678"
"260970","S&D","Blue chip company","115600","-5900","-4.86","123000","124600","115000","44316","5216728900","334402362400","2892754"
"091340","S&K","Enterprise of middle standing","2535","-5","-0.20","2540","2560","2510","30345","76888815","29668932735","11703721"
"101490","S&S TECH","Blue chip company","54600","2500","4.80","52000","55200","51400","381319","20678518750","1171249006200","21451447"
